source_code,source_id,question,choice_a,choice_b,choice_c,choice_d,choice_e,answers,explanation,explanation_url,flags,metadata
pe-03,022,Which statement is correct with regards to AWS service limits? (Choose TWO),You can contact AWS support to increase the service limits.,Each IAM user has the same service limit.,There are no service limits on AWS.,You can use the AWS Trusted Advisor to monitor your service limits.,The Amazon Simple Email Service is responsible for sending email notifications when usage approaches a service limit.,"['a', 'd']",,,,
pe-03,023,What is the AWS tool that enables you to use scripts to manage all AWS services and resources?,AWS Console.,AWS Service Catalog.,AWS OpsWorks.,AWS CLI.,,['d'],,,,
pe-03,024,What are the connectivity options that can be used to build hybrid cloud architectures? (Choose TWO),AWS Artifact.,AWS Cloud9.,AWS Direct Connect.,AWS CloudTrail.,AWS VPN.,"['c', 'e']",,,,
pe-03,025,A company has deployed a new web application on multiple Amazon EC2 instances. Which of the following should they use to ensure that the incoming HTTP traffic is distributed evenly across the instances?,AWS EC2 Auto Recovery.,AWS Auto Scaling.,AWS Network Load Balancer.,AWS Application Load Balancer.,,['d'],,,,
pe-03,026,Which of the following AWS offerings is a MySQL-compatible relational database service that can scale capacity automatically based on demand?,Amazon Neptune.,Amazon Aurora.,Amazon RDS for SQL Server.,Amazon RDS for PostgreSQL.,,['b'],,,,
pe-03,027,Which of the following can help protect your EC2 instances from DDoS attacks? (Choose TWO),AWS CloudHSM.,Security Groups.,AWS Batch.,AWS IAM.,Network Access Control Lists (Network ACLs).,"['b', 'e']",,,,
pe-03,028,What is the AWS data warehouse service that supports a high level of query performance on large amounts of datasets?,Amazon Redshift.,Amazon Kinesis.,Amazon DynamoDB.,Amazon RDS.,,['a'],,,,
pe-03,029,Which of the following should be considered when performing a TCO analysis to compare the costs of running an application on AWS instead of on-premises?,Application development.,Market research.,Business analysis.,Physical hardware.,,['d'],,,,
pe-03,030,How are AWS customers billed for Linux-based Amazon EC2 usage?,"EC2 instances will be billed on one second increments, with a minimum of one minute.","EC2 instances will be billed on one hour increments, with a minimum of one day.","EC2 instances will be billed on one minute increments, with a minimum of one hour.","EC2 instances will be billed on one day increments, with a minimum of one month.",,['a'],,,,
pe-03,031,Which of the following will impact the price paid for an EC2 instance? (Choose TWO),Instance type.,The Availability Zone where the instance is provisioned.,Load balancing.,Number of buckets.,Number of private IPs.,"['a', 'b']",,,,
pe-03,032,"A customer spent a lot of time configuring a newly deployed Amazon EC2 instance. After the workload increases, the customer decides to provision another EC2 instance with an identical configuration. How can the customer achieve this?",By creating an AWS Config template from the old instance and launching a new instance from it.,By creating an EBS Snapshot of the old instance.,By installing Aurora on EC2 and launching a new instance from it.,By creating an AMI from the old instance and launching a new instance from it.,,['d'],,,,
pe-03,033,A company uses AWS Organizations to manage all of its AWS accounts. Which of the following allows the company to restrict what services and actions are allowed in each individual account?,IAM Principals.,AWS Service Control Policies (SCPs).,IAM policies.,AWS Fargate.,,['b'],,,,
pe-03,034,Which of the following statements describes the AWS Cloud’s agility?,AWS allows you to host your applications in multiple regions around the world.,AWS provides customizable hardware at the lowest possible cost.,AWS allows you to provision resources in minutes.,AWS allows you to pay upfront to reduce costs.,,['c'],,,,
pe-03,035,What are the benefits of using the Amazon Relational Database Service? (Choose TWO),Lower administrative burden.,Complete control over the underlying host.,Resizable compute capacity.,Scales automatically to larger or smaller instance types.,Supports the document and key-value data structure.,"['a', 'c']",,,,
pe-03,036,What is the connectivity option that uses Internet Protocol Security (IPSec) to establish encrypted connectivity between an on-premises network and the AWS Cloud?,Internet Gateway.,AWS IQ.,AWS Direct Connect.,AWS Site-to-Site VPN.,,['d'],,,,
pe-03,037,What is the minimum level of AWS support that provides 24x7 access to technical support engineers via phone and chat?,Enterprise Support.,Developer Support.,Basic Support.,Business Support.,,['d'],,,,
pe-03,038,Which of the following is used to control network traffic in AWS? (Choose TWO),Network Access Control Lists (NACLs).,Key Pairs.,Access Keys.,IAM Policies.,Security Groups.,"['a', 'e']",,,,
pe-03,039,A company has developed a media transcoding application in AWS. The application is designed to recover quickly from hardware failures. Which one of the following types of instance would be the most cost-effective choice to use?,Reserved instances.,Spot Instances.,On-Demand instances.,Dedicated instances.,,['b'],,,,
pe-03,040,Which AWS Service provides the current status of all AWS Services in all AWS Regions?,AWS Service Health Dashboard.,AWS Management Console.,Amazon CloudWatch.,AWS Personal Health Dashboard.,,['a'],,,,
pe-03,041,Which AWS service or feature can be used to call AWS Services from different programming languages?,AWS Software Development Kit.,AWS Command Line Interface.,AWS CodeDeploy.,AWS Management Console.,,['a'],,,,
pe-03,042,Which AWS Service can be used to register a new domain name?,Amazon Personalize.,Amazon Route 53.,AWS KMS.,AWS Config.,,['b'],,,,
pe-03,043,"App development companies move their business to AWS to reduce time-to-market and improve customer satisfaction, what are the AWS automation tools that help them deploy their applications faster? (Choose TWO)",AWS CloudFormation.,AWS Migration Hub.,AWS IAM.,AWS Elastic Beanstalk.,Amazon Macie.,"['a', 'd']",,,,
pe-03,044,Which AWS service provides cost-optimization recommendations?,AWS Trusted Advisor.,AWS Pricing Calculator.,Amazon QuickSight.,AWS X-Ray.,,['a'],,,,
pe-03,045,A company has hundreds of VPCs in multiple AWS Regions worldwide. What service does AWS offer to simplify the connection management among the VPCs?,VPC Peering.,AWS Transit Gateway.,Amazon Connect.,Security Groups.,,['b'],,,,
pe-03,046,What is one benefit and one drawback of buying a reserved EC2 instance? (Select TWO),Instances can be shut down by AWS at any time with no notification.,Reserved instances require at least a one-year pricing commitment.,There is no additional charge for using dedicated instances.,Reserved instances provide a significant discount compared to on-demand instances.,Reserved instances are best suited for periodic workloads.,"['b', 'd']",,,,
pe-03,047,Why does every AWS Region contain multiple Availability Zones?,Multiple Availability Zones allows you to build resilient and highly available architectures.,Multiple Availability Zones results in lower total cost compared to deploying in a single Availability Zone.,Multiple Availability Zones allows for data replication and global reach.,Multiple Availability Zones within a region increases the storage capacity available in that region.,,['a'],,,,
pe-03,048,What is the most cost-effective purchasing option for running a set of EC2 instances that must always be available for a period of two months?,On-Demand Instances.,Spot Instances.,Reserved Instances     - All Upfront.,Reserved Instances     - No Upfront.,,['a'],,,,
pe-03,049,Which of the following is a benefit of running an application in multiple Availability Zones?,Allows you to exceed AWS service limits.,Reduces application response time between servers and global users.,Increases available compute capacity.,Increases the availability of your application.,,['d'],,,,
pe-03,050,Data security is one of the top priorities of AWS. How does AWS deal with old storage devices that have reached the end of their useful life?,AWS sells the old devices to other hosting providers.,AWS destroys the old devices in accordance with industry-standard practices.,AWS sends the old devices for remanufacturing.,AWS stores the old devices in a secure place.,,['b'],,,,
pe-04,001,A developer needs to set up an SSL security certificate for a client's eCommerce website in order to use the HTTPS protocol. Which of the following AWS services can be used to deploy the required SSL server certificates? (Choose TWO),Amazon Route 53.,AWS ACM.,AWS Directory Service.,AWS Identity & Access Management.,AWS Data Pipeline.,"['a', 'b']",,,,
pe-04,002,Which of the following AWS services scale automatically without your intervention? (Choose TWO),Amazon EC2.,Amazon S3.,AWS Lambda.,Amazon EMR.,Amazon EBS.,"['b', 'c']",,,,
